record_id,title,abstract,screening_label,is_relevant,et_rank,hybrid_rank,tar_rank,et_score,hybrid_score,tar_score,category,gain_type
#482,Signature-aware deep learning reveals distinct driver gene programs and mutational processes in glioblastoma and colon adenocarcinoma.,"The precise identification of cancer driver mutations is essential for precision oncology; however, it remains a significant challenge because of the overwhelming presence of passenger mutations and the complexity of mutational processes. In this study, we introduce ResMLP-GL, a signature-aware residual multilayer perceptron designed for variant-level cancer driver prediction, which explicitly integrates COSMIC SBS context probability vectors with > 100 functional and sequence features. The network incorporates two projection residual blocks alongside a feature-wise gating module that multiplicatively modulates hidden activations, thereby enhancing the gradient flow and facilitating process-aware representation learning. An Optuna-guided search optimizes parameters such as width, dropout, learning rate, and L2 regularization, whereas ADASYN addresses class imbalance. Trained on harmonized TCGA GBM/COAD exomes and reserved for testing, ResMLP-GL achieved an AUC of 0.949 on held-out data and an AUC of 0.921 on independent ICGC cohorts, surpassing CHASMplus, OncodriveFML, and MutSigCV. SHAP analysis indicated that functional scores (REVEL, AlphaMissense, CADD) and specific SBS probabilities collectively drive predictions, offering interpretable connections between mutational processes and driver selection. The model elucidates tissue-specific, signature-aligned programs (e.g., SBS1 and DNA-repair-related signatures for TP53/PTEN/EGFR in GBM and SBS1/MMR/POLE for APC/KRAS/PIK3CA in COAD), and a model-derived driver burden stratifies survival. The code, trained weights, and processed feature tables were made available for reproducibility. In summary, ResMLP-GL demonstrates that residual-gated MLPs with a quantitative signature context provide state-of-the-art interpretable driver prediction across cancers. Our findings underscore the significance of explicitly incorporating the context of mutational processes, which not only complements but, in certain oncological contexts, surpasses methodologies that rely exclusively on recurrence frequency or functional impact scores. This approach offers a robust framework for addressing tissue-specific challenges in predicting driver mutations. All code, trained models, and processed data are available at https://github.com/Zubair11122/ResMLP-GL to promote transparent and reproducible precision oncology research.",include,1,76,141,127,0.9171912422151376,0.7487617879172269,0.5631580513298319,true_positive_gain,et_vs_tar_gained
#3228,Mutational Signatures in Cancer Genomics and Toxicology,"Genomic instability, a hallmark of cancer, manifests through the accumulation of somatic mutations arising from various endogenous and exogenous processes. High-throughput sequencing of cancer genomes has revealed distinct mutational patterns, termed mutational signatures, that reflect the individual underlying mutagenic processes operative during carcinogenesis. These signatures provide insights into the etiology of cancer-associated mutations. To validate the proposed etiologies and elucidate the complex mutational landscapes observed in human cancers, robust experimental systems are essential. Here, we describe a multi-model approach to deciphering mutational signatures, employing mammalian cell lines, chicken cells, rodent carcinogenesis models, and the nematode C. elegans. These diverse systems enable the systematic investigation of exogenous mutagen-induced signatures, elucidating species-specific responses to genotoxic agents. © 2026 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",irrelevant,0,78,38,132,0.9101143207611304,0.8199071928512704,0.5606109689239951,false_positive_gain,et_vs_tar_gained
#123,Computational Methods Summarizing Mutational Patterns in Cancer: Promise and Limitations for Clinical Applications.,"Since the rise of next-generation sequencing technologies, the catalogue of mutations in cancer has been continuously expanding. To address the complexity of the cancer-genomic landscape and extract meaningful insights, numerous computational approaches have been developed over the last two decades. In this review, we survey the current leading computational methods to derive intricate mutational patterns in the context of clinical relevance. We begin with mutation signatures, explaining first how mutation signatures were developed and then examining the utility of studies using mutation signatures to correlate environmental effects on the cancer genome. Next, we examine current clinical research that employs mutation signatures and discuss the potential use cases and challenges of mutation signatures in clinical decision-making. We then examine computational studies developing tools to investigate complex patterns of mutations beyond the context of mutational signatures. We survey methods to identify cancer-driver genes, from single-driver studies to pathway and network analyses. In addition, we review methods inferring complex combinations of mutations for clinical tasks and using mutations integrated with multi-omics data to better predict cancer phenotypes. We examine the use of these tools for either discovery or prediction, including prediction of tumor origin, treatment outcomes, prognosis, and cancer typing. We further discuss the main limitations preventing widespread clinical integration of computational tools for the diagnosis and treatment of cancer. We end by proposing solutions to address these challenges using recent advances in machine learning.",include,1,80,1,105,0.9078508771494476,0.8884497673679119,0.5989202257949168,true_positive_gain,et_vs_tar_gained
#1123,Learning mutational signatures and their multidimensional genomic properties with TensorSignatures.,"We present TensorSignatures, an algorithm to learn mutational signatures jointly across different variant categories and their genomic localisation and properties. The analysis of 2778 primary and 3824 metastatic cancer genomes of the PCAWG consortium and the HMF cohort shows that all signatures operate dynamically in response to genomic states. The analysis pins differential spectra of UV mutagenesis found in active and inactive chromatin to global genome nucleotide excision repair. TensorSignatures accurately characterises transcription-associated mutagenesis in 7 different cancer types. The algorithm also extracts distinct signatures of replication- and double strand break repair-driven mutagenesis by APOBEC3A and 3B with differential numbers and length of mutation clusters. Finally, TensorSignatures reproduces a signature of somatic hypermutation generating highly clustered variants at transcription start sites of active genes in lymphoid leukaemia, distinct from a general and less clustered signature of Polη-driven translesion synthesis found in a broad range of cancer types. In summary, TensorSignatures elucidates complex mutational footprints by characterising their underlying processes with respect to a multitude of genomic variables.",include,1,81,79,124,0.902664442694894,0.7832931053361338,0.5703042623689101,true_positive_gain,et_vs_tar_gained
#80,Deep Learning for Biomarker Discovery in Cancer Genomes.,"BACKGROUND: Genomic data is essential for clinical decision-making in precision oncology. Bioinformatic algorithms are widely used to analyze next-generation sequencing (NGS) data, but they face two major challenges. First, these pipelines are highly complex, involving multiple steps and the integration of various tools. Second, they generate features that are human-interpretable but often result in information loss by focusing only on predefined genetic properties. This limitation restricts the full potential of NGS data in biomarker extraction and slows the discovery of new biomarkers in precision oncology. METHODS: We propose an end-to-end deep learning (DL) approach for analyzing NGS data. Specifically, we developed a multiple instance learning DL framework that integrates somatic mutation sequences to predict two compound biomarkers: microsatellite instability (MSI) and homologous recombination deficiency (HRD). To achieve this, we utilized data from 3,184 cancer patients obtained from two public databases: The Cancer Genome Atlas (TCGA) and the Clinical Proteome Tumor Analysis Consortium (CPTAC). RESULTS: Our proposed deep learning method demonstrated high accuracy in identifying clinically relevant biomarkers. For predicting MSI status, the model achieved an accuracy of 0.98, a sensitivity of 0.95, and a specificity of 1.00 on an external validation cohort. For predicting HRD status, the model achieved an accuracy of 0.80, a sensitivity of 0.75, and a specificity of 0.86. Furthermore, the deep learning approach significantly outperformed traditional machine learning methods in both tasks (MSI accuracy, p-value = 5.11×10(-18); HRD accuracy, p-value = 1.07×10(-10)). Using explainability techniques, we demonstrated that the model's predictions are based on biologically meaningful features, aligning with key DNA damage repair mutation signatures. CONCLUSION: We demonstrate that deep learning can identify patterns in unfiltered somatic mutations without the need for manual feature extraction. This approach enhances the detection of actionable targets and paves the way for developing NGS-based biomarkers using minimally processed data.",include,1,83,8,177,0.9005312182921344,0.8583183047614407,0.4778274816718157,true_positive_gain,et_vs_tar_gained
#275,Cancer detection via one-shot learning: integrating gene expression and genomic mutation analysis.,"BACKGROUND: Cancer is a complex disease influenced by numerous concurrent genetic factors that result in diverse tumor microenvironments (TMEs) across different cancer types. Large-scale genomic projects, such as The Cancer Genome Atlas, have underscored the need for molecular classification of cancer to enable more precise therapeutic strategies. Yet, traditional machine learning (ML) approaches currently face several limitations. First, while effective, they predominantly rely on gene expression data and often overlook critical genomic alterations such as copy number alterations, single nucleotide polymorphisms, and other mutational profiles, limiting the scope of biomarker discovery. Most importantly, they are usually limited by the need of large sample sizes. RESULTS: Building on the hypothesis that type-agnostic representations integrating gene expression with genomic mutations can comprehensively characterize TMEs and capture the similarity or dissimilarity between samples of the same or different types, we propose a novel ML-based method for cancer detection using a one-shot learning framework implemented through Siamese Neural Networks. Our method redefines cancer detection as a similarity-based classification task, allowing the model to generalize to unseen cancer types, a critical advantage in genomics where data scarcity and frequent updates pose significant challenges. To enhance interpretability, we introduce a robust explainability technique founded on SHapley Additive exPlanations (SHAP) values, to provide clear insights into the contributions of gene expression and mutational data, enabling a deeper understanding of the key factors driving cancer detection decisions. CONCLUSIONS: Our experimental results show that integrating mutational profiles with gene expression data allows for more accurate cancer type detection and reveals significant mutation patterns. These findings indicate that the proposed method has the potential to significantly enhance cancer type detection by leveraging a more comprehensive understanding of TMEs. Beyond merely classifying cancer types, the proposed SHAP-based explainability technique enables the identification and the analysis of key biomarkers relevant for immunotherapy success, thereby addressing limitations of existing approaches.",include,1,84,146,166,0.8965631061982962,0.7460626883688407,0.498316684638692,true_positive_gain,et_vs_tar_gained
#173,Clinical and genomic characterization of mutational signatures across human cancers.,"Mutational signatures, the generic patterns of mutations, are the footprints of both endogenous and exogenous factors that have influenced cancer development. To date, dozens of mutational signatures have been discerned through computational methods. However, the etiology, mutational properties, clonality, immunology and prognostic value of mutation signatures across cancer types are poorly understood. To address this, we extensively characterized mutational signatures across 8836 cancer samples spanning 42 cancer types. We confirmed and extended clinical and genomic features associated with mutation signatures. Mutation distribution analysis showed that most mutation processes were depleted in exons and APOBEC signatures (SBS2 and SBS13), the Pol-η related signature (SBS9) and SBS40 tended to contribute clustered mutations. We observed that age-related signatures (SBS1 and SBS5) and SBS40 tended to induce mutations affecting cancer genes and subclonal drivers posted by specific signatures (eg, mismatch repair deficiency-related signature SBS44) were unlikely subjected to positive selection. We also revealed early mutation signatures (eg, UV light exposure-related signature SBS7a) and signatures (eg, reactive oxygen species-related signature SBS18) predominated in the late stage of tumorigenesis. Comprehensive association analysis of mutation processes with microenvironment revealed that APOBEC- and mismatch repair deficiency-related signatures were positively associated with immune parameters, while age-related signatures showed negative correlations. In addition, prognostic association analysis showed that many signatures were favorable (eg, SBS9) or adverse factors (eg, SBS18) of patient survival. Our findings enhance appreciation of the role of mutational signatures in tumor evolution and underline their potential in immunotherapy guidance and prognostic prediction.",exclude,0,86,129,293,0.89613611726481,0.7530536926718758,0.3642846361771911,false_positive_gain,et_vs_tar_gained
#3874,SUITOR: Selecting the number of mutational signatures through cross-validation,"For de novo mutational signature analysis, the critical first step is to decide how many signatures should be expected in a cancer genomics study. An incorrect number could mislead downstream analyses. Here we present SUITOR (Selecting the nUmber of mutatIonal signaTures thrOugh cRoss-validation), an unsupervised cross-validation method that requires little assumptions and no numerical approximations to select the optimal number of signatures without overfitting the data. In vitro studies and in silico simulations demonstrated that SUITOR can correctly identify signatures, some of which were missed by other widely used methods. Applied to 2,540 whole-genome sequenced tumors across 22 cancer types, SUITOR selected signatures with the smallest prediction errors and almost all signatures of breast cancer selected by SUITOR were validated in an independent breast cancer study. SUITOR is a powerful tool to select the optimal number of mutational signatures, facilitating downstream analyses with etiological or therapeutic importance. © 2022 This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.",irrelevant,0,87,25,109,0.8920657424731574,0.8378678274378765,0.5941872326446767,false_positive_gain,et_vs_tar_gained
#3163,"12th International Conference on Computational Advances in Bio and Medical Sciences, ICCABS 2023",The proceedings contain 23 papers. The special focus in this conference is on Computational Advances in Bio and Medical Sciences. The topics include: PartialFibers: An Efficient Method for Predicting Drug-Drug Interactions; optimizing Deep Learning for Biomedical Imaging; exploring a Solution Curve in the Phase Plane for Extreme Firing Rates in the Izhikevich Model; cancer and Tissue Prediction Using Mutational Signatures in Highly Mutated Cancers; on the Hardness of Wildcard Pattern Matching on de Bruijn Graphs; plastic: An Easy to Use and Modular Tool for Benchmarking Tumor Phylogeny Reconstruction Pipelines; A 3D Deep Learning Architecture for Denoising Low-Dose CT Scans; a Simple and Interpretable Deep Learning Model for Diagnosing Pneumonia from Chest X-Ray Images; FedDP: Secure Federated Learning with Differential Privacy for Disease Prediction; computational Tumor Progression Analysis via Seriation Based Trajectory Inference; multilayer Network Analysis of Brain Signals for Detecting Alzheimer’s Disease; DNA Methylation Based Subtype Classification of Breast Cancer; repeated Measures Latent Dirichlet Allocation for Longitudinal Microbiome Analysis; improving Disease Comorbidity Prediction with Biologically Supervised Graph Embedding; Lightweight and Generalizable Model for COVID-19 Detection Using Chest Xray Images; decoding Heterogeneity in Quadruple-Negative Breast Cancer: A Data-driven Clustering Approach; determining Temporal Linkages in Dynamic Epidemiological Networks Using the Earth Mover’s Distance; functional Connectivity Disruptions in Alzheimer’s Disease: A Maximum Flow Perspective; on Multi-phase Metagenomics Reads Binning; a Unified Machine Learning Framework for Multi-subtype Tumour Classification Across Diverse Datasets; AFA: Abstract Functional Analysis Identifies New Microglial Subtypes at Single Cell Level in Alzheimer’s Disease.,exclude,0,90,139,225,0.8867393824588777,0.7497884914707976,0.4252597311746371,false_positive_gain,et_vs_tar_gained
#1039,SNMF: Integrated Learning of Mutational Signatures and Prediction of DNA Repair Deficiencies.,"MOTIVATION: Many tumours show deficiencies in DNA damage response (DDR), which influence tumorigenesis and progression, but also expose vulnerabilities with therapeutic potential. Assessing which patients might benefit from DDR-targeting therapy requires knowledge of tumour DDR deficiency status, with mutational signatures reportedly better predictors than loss of function mutations in select genes. However, signatures are identified independently using unsupervised learning, and therefore not optimised to distinguish between different pathway or gene deficiencies. RESULTS: We propose SNMF, a supervised non-negative matrix factorisation that jointly optimises the learning of signatures: (1) shared across samples, and (2) predictive of DDR deficiency. We applied SNMF to mutation profiles of human induced pluripotent cell lines carrying gene knockouts linked to three DDR pathways. The SNMF model achieved high accuracy (0.971) and learned more complete signatures of the DDR status of a sample, further discerning distinct mechanisms within a pathway. Cell line SNMF signatures recapitulated tumour-derived COSMIC signatures and predicted DDR pathway deficiency of TCGA tumours with high recall, suggesting that SNMF-like models can leverage libraries of induced DDR deficiencies to decipher intricate DDR signatures underlying patient tumours. AVAILABILITY: https://github.com/joanagoncalveslab/SNMF .",exclude,0,91,157,211,0.8864008045458381,0.7408817339589732,0.4379053469377887,false_positive_gain,et_vs_tar_gained
#196,Clone decomposition based on mutation signatures provides novel insights into mutational processes.,"Intra-tumor heterogeneity is a phenomenon in which mutation profiles differ from cell to cell within the same tumor and is observed in almost all tumors. Understanding intra-tumor heterogeneity is essential from the clinical perspective. Numerous methods have been developed to predict this phenomenon based on variant allele frequency. Among the methods, CloneSig models the variant allele frequency and mutation signatures simultaneously and provides an accurate clone decomposition. However, this method has limitations in terms of clone number selection and modeling. We propose SigTracer, a novel hierarchical Bayesian approach for analyzing intra-tumor heterogeneity based on mutation signatures to tackle these issues. We show that SigTracer predicts more reasonable clone decompositions than the existing methods against artificial data that mimic cancer genomes. We applied SigTracer to whole-genome sequences of blood cancer samples. The results were consistent with past findings that single base substitutions caused by a specific signature (previously reported as SBS9) related to the activation-induced cytidine deaminase intensively lie within immunoglobulin-coding regions for chronic lymphocytic leukemia samples. Furthermore, we showed that this signature mutates regions responsible for cell-cell adhesion. Accurate assignments of mutations to signatures by SigTracer can provide novel insights into signature origins and mutational processes.",include,1,92,92,114,0.8852537515145444,0.7757680608022333,0.5911860573229608,true_positive_gain,et_vs_tar_gained
#568,Huge Genome Study Uncovers Mutational Signatures.,"A massive survey of whole-genome-sequenced tumors has revealed dozens of new mutational signatures-many suggestive of organ-specific mutational processes, many shaped by treatment histories, and many reflective of different genetic or environmental causes of cancer. The data set, along with its accompanying computer algorithm, could help clinicians improve diagnosis and disease management.",include,1,94,18,219,0.88298033716816,0.8441091777649521,0.432603466707254,true_positive_gain,et_vs_tar_gained
#108,Mutational Signatures: From Methods to Mechanisms.,"Mutations are the driving force of evolution, yet they underlie many diseases, in particular, cancer. They are thought to arise from a combination of stochastic errors in DNA processing, naturally occurring DNA damage (e.g., the spontaneous deamination of methylated CpG sites), replication errors, and dysregulation of DNA repair mechanisms. High-throughput sequencing has made it possible to generate large datasets to study mutational processes in health and disease. Since the emergence of the first mutational process studies in 2012, this field is gaining increasing attention and has already accumulated a host of computational approaches and biomedical applications.",include,1,95,59,241,0.8809339499731147,0.7989413056313877,0.4081881503616674,true_positive_gain,et_vs_tar_gained
#2224,SomaticSiMu: A Mutational Signature Simulator for Benchmarking Alignment-free Machine Learning Classification of Genomic Signatures.,,include,1,96,196,140,0.8799972218762798,0.7257119470043665,0.5474785806243735,true_positive_gain,et_vs_tar_gained
#2936,Global mapping of cancers: The Cancer Genome Atlas and beyond,"Cancer genomes have been explored from the early 2000s through massive exome sequencing efforts, leading to the publication of The Cancer Genome Atlas in 2013. Sequencing techniques have been developed alongside this project and have allowed scientists to bypass the limitation of costs for whole-genome sequencing (WGS) of single specimens by developing more accurate and extensive cancer sequencing projects, such as deep sequencing of whole genomes and transcriptomic analysis. The Pan-Cancer Analysis of Whole Genomes recently published WGS data from more than 2600 human cancers together with almost 1200 related transcriptomes. The application of WGS on a large database allowed, for the first time in history, a global analysis of features such as molecular signatures, large structural variations and noncoding regions of the genome, as well as the evaluation of RNA alterations in the absence of underlying DNA mutations. The vast amount of data generated still needs to be thoroughly deciphered, and the advent of machine-learning approaches will be the next step towards the generation of personalized approaches for cancer medicine. The present manuscript wants to give a broad perspective on some of the biological evidence derived from the largest sequencing attempts on human cancers so far, discussing advantages and limitations of this approach and its power in the era of machine learning.",irrelevant,0,97,61,155,0.8788591710266226,0.7983353712743195,0.5225516461306142,false_positive_gain,et_vs_tar_gained
